,Name,Nation,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,Overall
505,Leslie Taylor ,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
506,Mark Taylor ,Australia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,468,120,294,572,586,523,792,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3514
507,Peter Taylor ,Australia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,91,87,142,16,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,437
508,Robert Taylor ,England,0,0,0,11,26,23,0,0,12,32,0,0,9,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130
509,Sachin Tendulkar ,India,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,417,704,319,1089,444,1611,1011,1894,843,1328,904,741,1141,812,412,628,1425,460,972,204,513,315,0,0,0,0,0,0,0,18426
510,John Thomas ,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
511,Froggy Thomson ,Australia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
512,Jeff Thomson ,Australia,0,0,0,0,0,55,0,6,1,0,18,14,49,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181
513,Shane Thomson ,New Zealand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,51,624,143,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,964
514,Graham Thorpe ,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,106,158,666,459,4,304,239,95,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2380
515,Hashan Tillakaratne ,Sri Lanka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,26,177,392,74,280,412,358,451,544,219,82,385,0,0,18,332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3789
516,Fred Titmus ,England,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
517,Roger Tolchard ,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
518,Peter Toohey ,Australia,0,0,0,0,0,0,0,0,35,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105
519,Athanasios Traicos ,Zimbabwe,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,10,0,0,0,0,42,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88
520,Gary Troup ,New Zealand,0,0,0,0,0,0,0,0,0,3,17,14,2,39,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101
521,Phil Tufnell ,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
522,Alan Turner ,Australia,0,0,0,0,0,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247
523,Glenn Turner ,New Zealand,0,0,0,36,11,359,182,0,0,176,0,0,0,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1598
524,Nasim-Ul-Ghani ,Pakistan,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
525,Inzamam-ul-Haq ,Pakistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,818,808,901,699,503,891,669,1106,1074,646,743,418,911,874,450,148,0,0,0,0,0,0,0,0,0,0,0,0,11739
526,Derek Underwood ,England,0,0,0,2,17,3,22,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53
527,Ata-Ur-Rehman ,Pakistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,19,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
528,Rizwan-Uz-Zaman ,Pakistan,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
529,Robert Vance ,New Zealand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248
530,Justin Vaughan ,New Zealand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,80,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162
531,Michael Veletta ,Australia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,326,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,484
532,Dillip Vengsarkar ,India,0,0,0,0,0,0,59,0,37,44,54,342,227,188,361,432,477,618,271,307,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3508
533,Srinivas Venkataraghavan ,India,0,0,0,0,1,26,1,0,0,23,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
534,Margasaghayam Venkataramana ,India,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
535,Gundappa Viswanath ,India,0,0,0,0,36,39,56,0,17,106,77,99,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439
536,Sandanand Viswanath ,India,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,17,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72
537,Graham Vivian ,New Zealand,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
538,Ajit Wadekar ,India,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73
539,Kenneth Wadsworth ,New Zealand,0,0,0,33,111,68,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258
540,Max Walker ,Australia,0,0,0,0,0,56,0,5,0,9,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79
541,Courtney Walsh ,West Indies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,39,28,53,0,37,0,37,37,12,34,5,1,11,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321
542,Doug Walters ,Australia,0,41,17,0,19,141,0,12,0,46,60,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,513
543,Bandula Warnapura ,Sri Lanka,0,0,0,0,0,41,0,0,0,38,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180
544,Khahakachchi Warnaweera ,Sri Lanka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
545,Shane Warne ,Australia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,178,50,49,119,67,204,96,66,181,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1018
546,Atul Wassan ,India,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
547,Steven Watkin ,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
548,Graeme Watson ,Australia,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
549,Willie Watson ,New Zealand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,24,4,6,0,6,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86
550,Mark Waugh ,Australia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,81,89,257,381,745,939,468,1059,676,757,1468,595,809,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8500
551,Steve Waugh ,Australia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,514,581,327,377,326,217,280,365,620,245,777,471,586,634,577,485,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7569
552,Peter Webb ,New Zealand,0,0,0,0,0,0,0,0,0,0,0,0,0,30,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
553,Dirk Wellham ,Australia,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,19,61,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379
554,Kepler Wessels ,South Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,429,802,509,0,0,0,0,0,211,709,390,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3367
555,Mithra Wettimuny ,Sri Lanka,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
556,Sidath Wettimuny ,Sri Lanka,0,0,0,0,0,0,0,0,0,0,0,0,328,287,89,68,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,786
557,Davenell Whatmore ,Australia,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
558,John Whitaker ,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48
559,David White ,New Zealand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
560,Michael Whitney ,Australia,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,5,0,0,2,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
561,Pramodya Wickremasinghe ,Sri Lanka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,29,41,9,26,0,42,112,11,34,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344
562,Gamini Wickremasinghe ,Sri Lanka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
563,Julien Wiener ,Australia,0,0,0,0,0,0,0,0,0,57,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140
564,Kapila Wijegunawardene ,Sri Lanka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
565,Roger Wijesuriya ,Sri Lanka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
566,Peter Willey ,England,0,0,0,0,0,0,0,7,0,244,124,100,0,0,0,12,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,538
567,David Williams ,West Indies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10,23,55,25,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147
568,Bob Willis ,England,0,0,0,9,0,0,0,7,0,27,0,3,2,21,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83
569,Barry Wood ,England,0,0,19,0,0,130,38,0,34,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314
570,Graeme Wood ,Australia,0,0,0,0,0,0,0,0,33,87,24,658,317,379,39,603,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2219
571,Ashley Woodcock ,Australia,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53
572,Roger Woolley ,Australia,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
573,Robert Woolmer ,England,0,0,9,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
574,John Wright ,New Zealand,0,0,0,0,0,0,0,0,48,166,201,378,23,598,166,187,320,252,742,102,465,122,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3891
575,Kevin Wright ,Australia,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
576,Nandlal Yadav ,India,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
577,Vijay Yadav ,India,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118
578,Graham Yallop ,Australia,0,0,0,0,0,0,0,0,19,125,63,111,0,396,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,823
579,Bruce Yardley ,Australia,0,0,0,0,0,0,0,0,7,0,0,28,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58
580,Bryan Young ,New Zealand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,30,0,92,606,177,102,261,171,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1668
581,Waqar Younis ,Pakistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,31,38,47,126,41,43,92,44,67,11,190,116,97,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,969
582,Saleem Yousuf ,Pakistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,76,191,137,28,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,768
583,Timothy Zoehrer ,Australia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,104,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130
584,Zulquarnain ,Pakistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
585,Ruwan Kalpage ,Sri Lanka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,228,325,96,11,23,37,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,844
586,Pubudu Dassanayake ,Sri Lanka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85
587,Kumar Dharmasena ,Sri Lanka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,102,238,252,211,0,9,174,8,156,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1222
588,Clive Eksteen ,South Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
589,Matthew Hart ,New Zealand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61
590,Matthew Hayden ,Australia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,184,0,0,0,0,0,191,311,878,1037,946,482,103,1601,298,0,0,0,0,0,0,0,0,0,0,0,6133
591,Stephen Fleming ,New Zealand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348,514,708,423,806,332,577,457,772,681,921,439,390,669,0,0,0,0,0,0,0,0,0,0,0,0,8037
592,Nayan Mongia ,India,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,134,338,130,373,188,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1272
593,Shivnarine Chanderpaul ,West Indies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,260,515,599,158,960,104,448,624,246,668,650,948,912,578,531,398,130,0,0,0,0,0,0,0,0,8778
594,Stuart Williams ,West Indies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,341,97,626,137,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1586
595,Dulip Samaraweera ,Sri Lanka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91
596,Glen Bruk-Jackson ,Zimbabwe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
597,Mark Dekker ,Zimbabwe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,116,84,5,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379
598,Stephen Peall ,Zimbabwe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,54,23,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91
599,John Rennie ,Zimbabwe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,20,0,34,22,36,20,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183
600,Heath Streak ,Zimbabwe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,46,63,161,128,332,136,401,556,118,469,317,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2943
601,Guy Whittall ,Zimbabwe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,57,106,233,526,332,371,499,383,33,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2705
602,Steven Rhodes ,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,76,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107
603,Craig White ,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,74,0,0,146,4,152,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,568
604,Gavin Larsen ,New Zealand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,17,59,123,136,107,11,103,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,629
605,Heath Davis ,New Zealand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
606,Wayne James ,Zimbabwe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,14,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101
607,Ashfaq Ahmed ,Pakistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
608,Darren Gough ,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,68,95,30,18,108,30,56,40,14,45,76,19,0,0,0,0,0,0,0,0,0,0,0,0,0,609
609,John Crawley ,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,16,10,136,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235
610,Joseph Benjamin ,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
611,Ravindra Pushpakumara ,Sri Lanka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
612,Sanjeeva Ranatunga ,Sri Lanka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,26,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253
613,Chaminda Vaas ,Sri Lanka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,72,191,43,69,232,210,215,253,149,105,117,168,63,91,0,0,0,0,0,0,0,0,0,0,0,2025
614,Kabir Khan ,Pakistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
615,Michael Bevan ,Australia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432,94,760,728,959,949,881,581,466,784,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6912
616,Damien Fleming ,Australia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,5,0,11,18,53,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152
617,Philip Emery ,Australia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
618,Paul Strang ,Zimbabwe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,68,226,363,260,60,56,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1090
619,Darrin Murray ,New Zealand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
620,Cameron Cuffy ,West Indies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,1,4,0,0,0,28,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62
